Trading Index,Date,Settlement Price (yuan/ton),Highest Price,Lowest Price,Settlement Volume (ton),Turnover (yuan)
HBEA,2021-06-16,31.49,35.25,28.91,51106.0,1575446.25
HBEA,2021-06-15,32.06,32.46,27.67,2256.0,71101.31
HBEA,2021-06-11,30.56,32.0,30.31,5728.0,179753.55
HBEA,2021-06-10,30.29,31.0,28.02,10234.0,314945.84
HBEA,2021-06-09,30.6,33.14,30.5,6425.0,206955.64
HBEA,2021-06-08,30.13,32.98,27.21,22101.0,604326.51
HBEA,2021-06-07,30.16,30.8,30.15,6523.0,198008.59
HBEA,2021-06-04,30.78,30.81,30.09,13432.0,407213.69
HBEA,2021-06-03,30.83,32.99,30.22,3530.0,106882.55
HBEA,2021-06-02,30.28,33.99,29.08,10416.0,302954.73
HBEA,2021-06-01,30.98,34.4,30.0,108689.0,3691517.11
HBEA,2021-05-31,33.04,33.04,29.86,22840.0,691981.05
HBEA,2021-05-28,30.06,32.8,30.06,10711.0,322838.00
HBEA,2021-05-27,30.15,32.99,29.71,3172.0,95837.63
HBEA,2021-05-26,30.01,33.4,29.07,26937.0,812621.66
HBEA,2021-05-25,30.37,31.99,30.13,8369.0,254114.07
HBEA,2021-05-24,30.53,33.37,30.02,5276.0,168953.97
HBEA,2021-05-21,30.34,32.99,27.1,8076.0,235345.41
HBEA,2021-05-20,30.04,33.99,28.34,771.0,23847.84
HBEA,2021-05-19,31.49,31.98,29.72,37.0,1125.08
HBEA,2017-07-14,13.90,13.99,13.21,181046.00,2502346.69
HBEA,2017-07-13,13.91,13.96,13.85,386336.00,5381028.09
HBEA,2017-07-12,13.80,13.97,13.02,152829.00,2099339.89
HBEA,2017-07-11,14.00,14.00,13.50,173732.00,2413330.48
HBEA,2017-07-10,13.92,14.54,13.11,57841.00,798789.45
HBEA,2017-07-07,14.00,14.20,13.96,100122.00,1405008.32
HBEA,2017-07-06,14.00,14.38,13.60,150845.00,2091384.49
HBEA,2017-07-05,13.95,14.34,13.65,338520.00,4756140.67
HBEA,2017-07-04,14.07,14.50,13.67,119026.00,1690610.67
HBEA,2017-07-03,13.67,13.78,13.41,109463.00,1494696.16
HBEA,2017-06-30,13.58,13.70,13.50,136324.00,1850807.23
HBEA,2017-06-29,13.44,13.80,13.25,160743.00,2144540.85
HBEA,2017-06-28,13.68,13.99,13.32,173219.00,2410514.98
HBEA,2017-06-27,13.99,14.19,12.51,141632.00,1964714.88
HBEA,2017-06-26,13.90,14.50,13.90,171768.00,2418343.84
HBEA,2017-06-23,14.36,14.99,14.30,229987.00,3330719.92
HBEA,2017-06-22,14.71,16.21,14.00,243525.00,3727920.92
HBEA,2017-06-21,15.33,15.55,15.01,159492.00,2440128.95
HBEA,2017-06-20,15.40,15.60,14.08,150205.00,2334295.41
HBEA,2017-06-19,15.60,16.39,15.41,143297.00,2241889.21
HBEA,2017-08-11,12.56,12.80,12.49,2841.00,35865.04
HBEA,2017-08-10,12.40,12.69,12.39,458.00,5677.29
HBEA,2017-08-09,12.43,12.43,12.20,922.00,11345.83
HBEA,2017-08-08,12.41,12.69,12.02,9124.00,111634.46
HBEA,2017-08-07,12.29,12.78,11.81,989.00,12353.79
HBEA,2017-08-04,12.23,12.50,11.51,25931.00,304472.60
HBEA,2017-08-03,12.00,12.34,11.26,18045.00,213012.33
HBEA,2017-08-02,11.56,13.20,11.50,67335.00,793054.61
HBEA,2017-08-01,12.28,13.18,12.00,63816.00,790349.33
HBEA,2017-07-31,13.01,13.89,12.75,487229.00,6402611.33
HBEA,2017-07-28,13.11,13.31,12.35,305339.00,4014566.02
HBEA,2017-07-27,13.31,13.44,13.28,310254.00,4134938.78
HBEA,2017-07-26,13.32,13.75,13.00,146373.00,1950927.08
HBEA,2017-07-25,13.22,13.40,12.55,196458.00,2594795.81
HBEA,2017-07-24,13.48,13.80,13.01,393721.00,5326554.98
HBEA,2017-07-21,13.45,13.70,12.68,276133.00,3633288.36
HBEA,2017-07-20,12.88,13.33,12.41,66329.00,846221.99
HBEA,2017-07-19,13.19,13.85,12.99,191379.00,2546098.10
HBEA,2017-07-18,13.65,13.95,13.30,150363.00,2049043.50
HBEA,2017-07-17,13.88,13.97,13.45,153732.00,2116053.88
HBEA,2018-01-08,15.01,15.59,13.24,63244,843098.6
HBEA,2018-01-05,14.7,15.39,13.6,8144,120422.4
HBEA,2018-01-04,15.02,15.39,13.81,1090,16609.11
HBEA,2018-01-03,15.29,15.4,15.11,2905,44144.67
HBEA,2018-01-02,15.23,15.58,15.2,631,9598.68
HBEA,2017-12-29,15.68,15.96,15.3,11760,185213.8
HBEA,2017-12-28,15.52,15.71,14.14,13551,212531.98
HBEA,2017-12-27,15.63,16.04,15.48,18009,284273.47
HBEA,2017-12-26,15.62,15.74,15.5,15183,237199.65
HBEA,2017-12-25,15.6,15.75,15.28,7203,112888.87
HBEA,2017-12-22,15.45,16.6,15.31,21862,340434.9
HBEA,2017-12-21,15.38,15.95,15.25,10797,166595.63
HBEA,2017-12-20,15.32,16.08,15.3,21772,336464.58
HBEA,2017-12-19,15.19,15.5,15.1,35839,550242.38
HBEA,2017-12-18,15.05,15.47,14.51,5756,87375.57
HBEA,2017-12-15,15.19,15.88,15.1,12026,182387.82
HBEA,2017-12-14,15.21,15.48,15.1,19470,295943.23
HBEA,2017-12-13,15.24,15.47,15.16,36179,552291.2
HBEA,2017-12-12,15.49,15.58,15.1,37316,568743.02
HBEA,2017-12-11,15.33,15.98,15.16,4644,70667.33
HBEA,2017-12-08,15.16,15.69,15.10,9826.00,149139.85
HBEA,2017-12-07,15.19,15.45,15.15,6557.00,99647.92
HBEA,2017-12-06,15.17,15.49,15.10,3998.00,60989.45
HBEA,2017-12-05,15.26,15.79,15.03,15068.00,231983.87
HBEA,2017-12-04,15.33,15.68,14.91,8792.00,132713.55
HBEA,2017-12-01,14.95,15.49,14.79,33299.00,498636.24
HBEA,2017-11-30,14.88,15.43,14.80,6565.00,98239.24
HBEA,2017-11-29,14.98,15.76,14.85,7934.00,118146.20
HBEA,2017-11-28,15.14,15.20,14.91,8198.00,122462.92
HBEA,2017-11-27,14.93,15.68,14.90,14086.00,211588.24
HBEA,2017-11-24,15.27,15.64,15.02,8045.00,123500.15
HBEA,2017-11-23,15.36,16.18,13.61,1832.00,27843.19
HBEA,2017-11-22,15.10,15.95,14.90,27944.00,431517.69
HBEA,2017-11-21,15.70,16.20,15.68,6188.00,97920.77
HBEA,2017-11-20,15.95,16.50,15.88,9991.00,159153.85
HBEA,2017-11-17,16.02,16.60,15.81,12769.00,205069.32
HBEA,2017-11-16,16.01,16.37,15.67,240247.00,3878580.57
HBEA,2017-11-15,15.99,16.46,15.80,15995.00,259090.44
HBEA,2017-11-14,16.20,16.55,15.85,53446.00,874930.14
HBEA,2017-11-13,16.19,17.48,15.90,54574.00,899646.54
HBEA,2017-10-13,14.61,14.77,13.90,1143.00,15974.91
HBEA,2017-10-12,13.71,14.39,13.40,922.00,12940.93
HBEA,2017-10-11,13.40,13.40,12.00,11900.00,145550.00
HBEA,2017-10-10,12.18,14.39,12.18,18002.00,219267.78
HBEA,2017-10-09,13.51,15.18,13.48,31.00,437.91
HBEA,2017-09-29,13.81,13.88,13.80,405.00,5592.27
HBEA,2017-09-28,13.50,14.37,12.00,111372.00,1488536.27
HBEA,2017-09-27,13.25,13.69,11.93,407.00,5547.87
HBEA,2017-09-26,13.25,14.60,13.21,5175.00,74754.75
HBEA,2017-09-25,13.30,13.39,13.20,1095.00,14567.05
HBEA,2017-09-22,13.05,13.38,13.05,6.00,78.63
HBEA,2017-09-21,13.08,13.30,13.08,672.00,8936.49
HBEA,2017-09-20,13.01,13.30,13.01,473.00,6156.52
HBEA,2017-09-19,13.19,13.48,13.01,204.00,2691.68
HBEA,2017-09-18,13.10,13.33,13.10,123.00,1611.73
HBEA,2017-09-15,13.08,13.50,13.02,77278.00,1010412.61
HBEA,2017-09-14,13.10,14.49,12.90,64280.00,838493.72
HBEA,2017-09-13,13.20,13.20,12.89,102978.00,1330104.80
HBEA,2017-09-12,13.01,13.30,12.96,81533.00,1059216.66
HBEA,2017-09-11,13.17,13.83,12.72,84083.00,1082102.17
HBEA,2018-02-05,14.64,16.43,14.64,12.0,179.57
HBEA,2018-02-02,14.97,15.28,14.7,30114.0,447677.73
HBEA,2018-02-01,14.85,15.86,14.69,54563.0,807250.94
HBEA,2018-01-31,15.14,15.2,14.1,73998.0,1102027.51
HBEA,2018-01-30,15.44,15.96,14.5,710.0,10306.22
HBEA,2018-01-29,14.93,15.0,14.7,22937.0,342409.80
HBEA,2018-01-26,14.57,14.99,14.53,11683.0,174127.95
HBEA,2018-01-25,14.99,16.48,14.01,800.0,11990.55
HBEA,2018-01-24,14.99,15.04,14.32,31.0,458.43
HBEA,2018-01-23,15.07,16.55,15.03,3356.0,50593.65
HBEA,2018-01-22,15.14,15.9,14.5,1090.0,15833.99
HBEA,2018-01-19,14.95,16.16,13.6,4109.0,60009.89
HBEA,2018-01-18,14.98,15.35,14.75,4514.0,66780.19
HBEA,2018-01-17,14.76,15.35,14.71,3182.0,47358.26
HBEA,2018-01-16,15.34,15.98,14.96,1549,23237.95
HBEA,2018-01-15,15.19,15.2,14.49,6,90.45
HBEA,2018-01-12,15.33,15.99,14.6,153,2273.09
HBEA,2018-01-11,15.3,15.91,14.76,713,10860.71
HBEA,2018-01-10,15.42,15.69,14.51,1009,14705.74
HBEA,2018-01-09,15.29,15.88,14.82,68,1030.33
HBEA,2018-04-11,15.07,17.25,15.0,26.0,394.71
HBEA,2018-04-10,15.7,15.75,15.3,3630.0,56105.00
HBEA,2018-04-09,15.76,15.85,14.1,31297.0,485102.20
HBEA,2018-04-04,15.6,15.98,14.9,12955.0,200213.06
HBEA,2018-04-03,15.48,16.4,14.51,2229.0,33430.34
HBEA,2018-04-02,15.25,15.95,13.6,1631.0,23235.69
HBEA,2018-03-30,14.89,15.58,13.6,4004.0,58478.17
HBEA,2018-03-29,15.11,15.43,14.4,35.0,525.71
HBEA,2018-03-28,15.17,15.18,14.5,64258.0,951420.81
HBEA,2018-03-27,14.94,15.26,14.6,1504.0,22355.77
HBEA,2018-03-26,15.24,15.75,14.5,743.0,11141.95
HBEA,2018-03-23,14.95,16.7,14.3,4738.0,70866.97
HBEA,2018-03-22,15.51,15.55,15.5,4.0,62.05
HBEA,2018-03-21,15.19,15.49,14.99,2376.0,35639.24
HBEA,2018-03-20,14.78,14.8,14.3,2226.0,31870.68
HBEA,2018-03-19,14.86,14.97,14.7,1535.0,22722.39
HBEA,2018-03-16,14.98,14.99,14.5,416.0,6039.79
HBEA,2018-03-15,14.98,--,--,--,--
HBEA,2018-03-14,14.98,15.48,14.4,152.0,2193.86
HBEA,2018-03-13,14.8,14.98,14.79,12542.0,185597.52
HBEA,2017-09-08,12.88,14.16,12.81,101042.00,1308272.63
HBEA,2017-09-07,12.87,13.32,12.65,94952.00,1219905.02
HBEA,2017-09-06,12.94,13.08,12.82,411.00,5321.28
HBEA,2017-09-05,12.93,13.20,12.51,116207.00,1469964.17
HBEA,2017-09-04,12.76,14.27,11.68,703.00,8979.88
HBEA,2017-09-01,12.97,13.30,12.30,5938.00,73770.25
HBEA,2017-08-31,12.76,13.78,12.75,522.00,7003.56
HBEA,2017-08-30,12.74,13.89,12.60,3058.00,38858.04
HBEA,2017-08-29,12.63,12.89,12.40,14.00,176.64
HBEA,2017-08-28,12.61,12.97,12.61,1063.00,13412.13
HBEA,2017-08-25,12.71,13.17,12.40,307.00,3900.06
HBEA,2017-08-24,13.39,13.50,11.50,640.00,8568.00
HBEA,2017-08-23,12.70,13.50,12.60,2230.00,28192.99
HBEA,2017-08-22,12.51,12.74,12.42,105.00,1313.42
HBEA,2017-08-21,12.31,12.50,12.26,1151.00,14176.48
HBEA,2017-08-18,12.39,12.80,12.27,244.00,3021.98
HBEA,2017-08-17,12.30,12.64,12.28,34196.00,420898.10
HBEA,2017-08-16,12.23,12.50,12.02,1582.00,19584.81
HBEA,2017-08-15,12.45,12.98,12.20,3278.00,40030.20
HBEA,2017-08-14,12.83,12.87,12.20,6538.00,80909.71
HBEA,2018-08-30,26.85,29.12,26.02,166834.0,4555260.10
HBEA,2018-08-29,27.18,27.47,26.01,197159.0,5319726.17
HBEA,2018-08-28,26.7,28.13,24.65,333539.0,8867485.51
HBEA,2018-08-27,27.31,28.38,27.27,263191.0,7217619.01
HBEA,2018-08-24,27.58,28.99,27.18,151770.0,4250340.08
HBEA,2018-08-23,27.55,28.98,26.5,105932.0,2885143.26
HBEA,2018-08-22,27.66,29.1,27.29,73819.0,2092796.51
HBEA,2018-08-21,27.35,28.03,26.5,82925.0,2250953.47
HBEA,2018-08-20,28.64,29.05,28.33,53416.0,1544427.44
HBEA,2018-08-17,29.35,29.35,28.6,92465.0,2699170.36
HBEA,2018-08-16,29.31,29.8,28.13,99677.0,2888404.74
HBEA,2018-08-15,29.3,29.76,26.92,109782.0,3223880.25
HBEA,2018-08-14,29.3,29.5,28.0,123568.0,3576609.42
HBEA,2018-08-13,28.82,29.95,28.1,189658.0,5474349.27
HBEA,2018-08-10,29.7,29.88,29.29,224738.0,6647166.91
HBEA,2018-08-09,29.0,30.97,25.5,87248.0,2516967.86
HBEA,2018-08-08,28.15,28.43,26.1,168079.0,4716846.37
HBEA,2018-08-07,27.5,27.55,25.65,414692.0,10963022.04
HBEA,2018-08-07,27.5,27.55,25.65,414692.0,10963022.04
HBEA,2018-08-06,25.65,26.5,24.45,114037.0,2900179.27
HBEA,2018-03-12,14.95,16.3,14.21,818.0,11736.67
HBEA,2018-03-09,15.46,15.88,14.1,19481.0,286331.49
HBEA,2018-03-08,14.84,14.85,14.4,662.0,9684.00
HBEA,2018-03-07,14.86,14.99,14.35,1810.0,26863.46
HBEA,2018-03-06,15.09,16.45,14.21,4.0,60.34
HBEA,2018-03-05,14.98,16.18,14.97,1414.0,21187.89
HBEA,2018-03-02,14.99,15.27,14.1,518.0,7469.69
HBEA,2018-03-01,14.07,15.22,14.01,34.0,483.76
HBEA,2018-02-28,14.99,15.94,14.25,11.0,163.83
HBEA,2018-02-27,14.84,15.43,14.21,2126.0,30390.13
HBEA,2018-02-26,14.3,15.16,14.12,204.0,2888.76
HBEA,2018-02-23,14.72,15.88,14.72,159.0,2345.06
HBEA,2018-02-22,16.35,16.7,16.0,2.0,32.70
HBEA,2018-02-14,15.29,15.29,14.2,12.0,176.94
HBEA,2018-02-13,14.15,15.44,14.08,182.0,2572.48
HBEA,2018-02-12,14.4,14.98,14.3,502.0,7229.28
HBEA,2018-02-09,15.02,15.55,14.65,9.0,134.95
HBEA,2018-02-08,14.99,14.99,14.99,67.0,1004.33
HBEA,2018-02-07,14.93,15.6,14.3,14504.0,213208.85
HBEA,2018-02-06,14.9,15.18,13.42,13.0,190.70
HBEA,2017-11-10,15.94,16.28,14.90,22051.00,331531.35
HBEA,2017-11-09,15.05,15.69,14.73,6892.00,101789.11
HBEA,2017-11-08,14.72,16.24,14.55,59966.00,898517.75
HBEA,2017-11-07,14.79,15.39,14.25,127164.00,1820910.06
HBEA,2017-11-06,14.39,14.46,14.27,17478.00,251065.69
HBEA,2017-11-03,14.25,15.58,14.04,9537.00,134989.10
HBEA,2017-11-02,14.27,14.96,13.90,49190.00,687727.93
HBEA,2017-11-01,14.02,15.13,14.01,10796.00,157194.26
HBEA,2017-10-31,13.96,14.78,13.90,5141.00,71710.90
HBEA,2017-10-30,13.76,14.44,13.50,35157.00,476413.28
HBEA,2017-10-27,13.84,14.88,13.84,3011.00,42156.15
HBEA,2017-10-26,13.62,14.59,13.36,35072.00,481694.64
HBEA,2017-10-25,13.82,14.59,13.75,7603.00,104955.03
HBEA,2017-10-24,13.69,14.13,13.69,6481.00,88734.70
HBEA,2017-10-23,13.69,14.49,13.56,28.00,385.12
HBEA,2017-10-20,13.73,14.92,13.71,8.00,111.82
HBEA,2017-10-19,14.35,14.99,13.13,1071.00,15569.29
HBEA,2017-10-18,13.94,15.29,13.94,106.00,1583.99
HBEA,2017-10-17,14.30,15.00,13.94,517.00,7213.91
HBEA,2017-10-16,13.93,15.79,13.93,88.00,1235.66
HBEA,2017-05-17,16.40,16.46,16.32,232229.00,3805336.94
HBEA,2017-05-16,16.37,16.40,15.50,92796.00,1471027.02
HBEA,2017-05-15,16.33,16.41,16.32,47984.00,785072.56
HBEA,2017-05-12,16.34,16.50,16.30,112257.00,1841538.82
HBEA,2017-05-11,16.23,16.70,16.20,49102.00,804893.94
HBEA,2017-05-10,16.48,16.89,16.19,65950.00,1088374.04
HBEA,2017-05-09,16.50,16.77,16.34,38130.00,628366.44
HBEA,2017-05-08,16.29,16.88,16.20,50599.00,838120.44
HBEA,2017-05-05,16.20,16.47,16.00,128196.00,2079965.55
HBEA,2017-05-04,16.21,16.70,14.50,208920.00,3220078.18
HBEA,2017-05-03,15.84,17.18,14.51,30036.00,473119.96
HBEA,2017-05-02,16.12,17.29,16.10,9194.00,149882.24
HBEA,2017-04-28,16.29,17.99,15.50,35544.00,576583.11
HBEA,2017-04-27,16.54,17.00,15.15,81352.00,1269651.05
HBEA,2017-04-26,16.69,17.80,15.10,13447.00,223492.28
HBEA,2017-04-25,16.77,16.94,16.09,45572.00,756246.54
HBEA,2017-04-24,16.08,17.33,15.61,87614.00,1417353.62
HBEA,2017-04-21,15.90,16.08,15.04,126544.00,2013150.39
HBEA,2017-04-20,15.54,15.60,15.36,21260.00,328409.19
HBEA,2017-04-19,15.52,15.87,15.48,67552.00,1056588.90
HBEA,2018-07-09,18.15,18.48,17.5,58675.0,1054106.98
HBEA,2018-07-06,17.68,18.99,17.09,29901.0,529273.23
HBEA,2018-07-05,17.45,17.5,16.0,120051.0,2014049.58
HBEA,2018-07-04,16.83,17.49,15.8,34036.0,546335.54
HBEA,2018-07-03,17.29,18.0,16.5,133098.0,2271887.56
HBEA,2018-07-02,17.05,18.2,16.6,20515.0,369102.50
HBEA,2018-06-29,17.0,17.0,16.5,91938.0,1544688.66
HBEA,2018-06-28,16.85,17.8,16.7,40075.0,673598.36
HBEA,2018-06-27,16.85,16.85,16.51,80481.0,1354592.01
HBEA,2018-06-26,16.85,17.09,16.0,36427.0,599792.38
HBEA,2018-06-25,16.8,16.8,16.58,148593.0,2488371.25
HBEA,2018-06-22,16.71,17.0,16.5,133201.0,2250743.52
HBEA,2018-06-21,16.74,16.8,16.35,10779.0,180936.38
HBEA,2018-06-20,16.7,17.0,16.4,10432.0,175935.10
HBEA,2018-06-19,16.8,17.1,15.6,33279.0,561256.13
HBEA,2018-06-15,16.7,17.2,16.3,153091.0,2569818.90
HBEA,2018-06-14,16.5,16.75,16.27,9424.0,155074.56
HBEA,2018-06-13,16.48,16.86,15.78,59065.0,965641.24
HBEA,2018-06-12,16.5,17.0,15.01,133246.0,2182558.24
HBEA,2018-06-11,16.57,17.5,16.2,23382.0,388932.94
HBEA,2017-06-16,15.65,15.98,14.10,162341.00,2527775.50
HBEA,2017-06-15,15.64,15.88,15.55,114848.00,1796149.60
HBEA,2017-06-14,15.65,16.50,14.00,94537.00,1479849.06
HBEA,2017-06-13,15.46,16.76,15.42,113716.00,1771526.79
HBEA,2017-06-12,15.94,16.47,15.50,81820.00,1301784.24
HBEA,2017-06-09,15.85,15.95,15.50,28862.00,454831.11
HBEA,2017-06-08,15.81,16.40,15.56,24044.00,386364.86
HBEA,2017-06-07,15.78,16.98,15.60,62942.00,1018053.31
HBEA,2017-06-06,16.09,16.15,15.50,48316.00,770356.23
HBEA,2017-06-05,16.11,16.74,16.11,54149.00,888308.56
HBEA,2017-06-02,16.28,16.50,16.20,16249.00,266620.60
HBEA,2017-06-01,16.63,17.00,16.51,58834.00,978805.80
HBEA,2017-05-31,16.71,16.73,16.50,39886.00,665618.15
HBEA,2017-05-26,16.70,16.90,16.48,108470.00,1813845.20
HBEA,2017-05-25,16.92,17.08,15.81,113465.00,1906484.81
HBEA,2017-05-24,16.84,17.15,16.67,32157.00,544594.44
HBEA,2017-05-23,16.91,17.00,15.71,92381.00,1553741.75
HBEA,2017-05-22,16.91,17.79,16.50,105241.00,1765606.83
HBEA,2017-05-19,16.85,16.90,16.46,131997.00,2199961.59
HBEA,2017-05-18,16.48,16.55,16.11,250302.00,4107410.84
HBEA,2018-05-11,15.64,15.7,15.38,10864.0,168347.10
HBEA,2018-05-10,15.58,16.3,15.32,6011.0,93140.30
HBEA,2018-05-09,15.55,15.8,15.3,14111.0,217666.05
HBEA,2018-05-08,15.6,15.6,15.3,10038.0,156358.43
HBEA,2018-05-07,15.65,16.19,15.2,9590.0,148207.34
HBEA,2018-05-04,15.8,17.4,15.31,1204.0,18702.34
HBEA,2018-05-03,15.96,16.49,15.0,49232.0,746098.52
HBEA,2018-05-02,16.0,17.0,15.35,6011.0,92417.15
HBEA,2018-04-27,15.53,16.99,15.21,26038.0,401915.89
HBEA,2018-04-26,15.66,16.0,15.0,13347.0,207039.73
HBEA,2018-04-25,15.57,16.3,15.3,2583.0,39661.58
HBEA,2018-04-24,15.58,16.3,15.15,3017.0,45965.60
HBEA,2018-04-23,15.54,15.97,15.0,3011.0,45551.67
HBEA,2018-04-20,15.49,16.0,15.25,5789.0,88475.50
HBEA,2018-04-19,15.99,16.95,15.25,12305.0,191198.40
HBEA,2018-04-18,15.47,15.47,15.1,3936.0,59823.14
HBEA,2018-04-17,15.45,15.75,15.2,7435.0,113707.15
HBEA,2018-04-16,14.72,17.29,14.65,8.0,122.83
HBEA,2018-04-13,15.74,16.49,15.03,4016.0,61249.04
HBEA,2018-04-12,15.5,16.49,14.6,99236.0,1483903.79
HBEA,2018-11-01,29.97,31.95,28.88,86825.0,2509162.66
HBEA,2018-10-31,30.92,31.0,28.32,254.0,7846.50
HBEA,2018-10-30,30.54,31.77,28.28,1036.0,30098.08
HBEA,2018-10-29,28.88,33.77,28.88,458.0,14023.07
HBEA,2018-10-26,32.09,33.38,29.33,25.0,773.10
HBEA,2018-10-25,30.38,33.01,27.03,13085.0,411476.99
